version,run_id,evidence_type,currency,basket_id,strategy,r,probability_role,unit_contribution,normalized_expected_contribution,delta_expected_vs_reference,delta_expected_vs_absorb
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,PASS_HALF,0.90,hypothetical_action,5.00,4.5000,-3.5000,2.5000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,PASS_HALF,0.80,hypothetical_action,5.00,4.0000,-4.0000,2.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,PASS_HALF,0.70,hypothetical_action,5.00,3.5000,-4.5000,1.5000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,PASS_FULL,1.00,hypothetical_action,8.00,8.0000,0.0000,6.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,PASS_FULL,0.95,hypothetical_action,8.00,7.6000,-0.4000,5.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,PASS_FULL,0.90,hypothetical_action,8.00,7.2000,-0.8000,5.2000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,PASS_FULL,0.80,hypothetical_action,8.00,6.4000,-1.6000,4.4000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,PASS_FULL,0.70,hypothetical_action,8.00,5.6000,-2.4000,3.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ADD_SAME_CATEGORY,1.00,hypothetical_action,4.0000,4.000000,-4.000000,2.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ADD_SAME_CATEGORY,0.95,hypothetical_action,4.0000,3.800000,-4.200000,1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ADD_SAME_CATEGORY,0.90,hypothetical_action,4.0000,3.600000,-4.400000,1.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ADD_SAME_CATEGORY,0.80,hypothetical_action,4.0000,3.200000,-4.800000,1.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ADD_SAME_CATEGORY,0.70,hypothetical_action,4.0000,2.800000,-5.200000,0.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ADD_NEW_CATEGORY,1.00,hypothetical_action,1.0000,1.000000,-7.000000,-1.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ADD_NEW_CATEGORY,0.95,hypothetical_action,1.0000,0.950000,-7.050000,-1.050000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ADD_NEW_CATEGORY,0.90,hypothetical_action,1.0000,0.900000,-7.100000,-1.100000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ADD_NEW_CATEGORY,0.80,hypothetical_action,1.0000,0.800000,-7.200000,-1.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H2,ADD_NEW_CATEGORY,0.70,hypothetical_action,1.0000,0.700000,-7.300000,-1.300000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,REFERENCE,1.00,fixed_reference,8.00,8.0000,0.0000,9.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ABSORB,1.00,fixed_reference,-1.00,-1.0000,-9.0000,0.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,PASS_HALF,1.00,hypothetical_action,3.50,3.5000,-4.5000,4.5000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,PASS_HALF,0.95,hypothetical_action,3.50,3.3250,-4.6750,4.3250
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,PASS_HALF,0.90,hypothetical_action,3.50,3.1500,-4.8500,4.1500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,PASS_HALF,0.80,hypothetical_action,3.50,2.8000,-5.2000,3.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,PASS_HALF,0.70,hypothetical_action,3.50,2.4500,-5.5500,3.4500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,PASS_FULL,1.00,hypothetical_action,8.00,8.0000,0.0000,9.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,PASS_FULL,0.95,hypothetical_action,8.00,7.6000,-0.4000,8.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,PASS_FULL,0.90,hypothetical_action,8.00,7.2000,-0.8000,8.2000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,PASS_FULL,0.80,hypothetical_action,8.00,6.4000,-1.6000,7.4000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,PASS_FULL,0.70,hypothetical_action,8.00,5.6000,-2.4000,6.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ADD_SAME_CATEGORY,1.00,hypothetical_action,1.0000,1.000000,-7.000000,2.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ADD_SAME_CATEGORY,0.95,hypothetical_action,1.0000,0.950000,-7.050000,1.950000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ADD_SAME_CATEGORY,0.90,hypothetical_action,1.0000,0.900000,-7.100000,1.900000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ADD_SAME_CATEGORY,0.80,hypothetical_action,1.0000,0.800000,-7.200000,1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ADD_SAME_CATEGORY,0.70,hypothetical_action,1.0000,0.700000,-7.300000,1.700000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ADD_NEW_CATEGORY,1.00,hypothetical_action,-2.0000,-2.000000,-10.000000,-1.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ADD_NEW_CATEGORY,0.95,hypothetical_action,-2.0000,-1.900000,-9.900000,-0.900000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ADD_NEW_CATEGORY,0.90,hypothetical_action,-2.0000,-1.800000,-9.800000,-0.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ADD_NEW_CATEGORY,0.80,hypothetical_action,-2.0000,-1.600000,-9.600000,-0.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m30_H3,ADD_NEW_CATEGORY,0.70,hypothetical_action,-2.0000,-1.400000,-9.400000,-0.400000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,REFERENCE,1.00,fixed_reference,12.00,12.0000,0.0000,3.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ABSORB,1.00,fixed_reference,9.00,9.0000,-3.0000,0.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,PASS_HALF,1.00,hypothetical_action,10.50,10.5000,-1.5000,1.5000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,PASS_HALF,0.95,hypothetical_action,10.50,9.9750,-2.0250,0.9750
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,PASS_HALF,0.90,hypothetical_action,10.50,9.4500,-2.5500,0.4500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,PASS_HALF,0.80,hypothetical_action,10.50,8.4000,-3.6000,-0.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,PASS_HALF,0.70,hypothetical_action,10.50,7.3500,-4.6500,-1.6500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,PASS_FULL,1.00,hypothetical_action,12.00,12.0000,0.0000,3.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,PASS_FULL,0.95,hypothetical_action,12.00,11.4000,-0.6000,2.4000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,PASS_FULL,0.90,hypothetical_action,12.00,10.8000,-1.2000,1.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,PASS_FULL,0.80,hypothetical_action,12.00,9.6000,-2.4000,0.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,PASS_FULL,0.70,hypothetical_action,12.00,8.4000,-3.6000,-0.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ADD_SAME_CATEGORY,1.00,hypothetical_action,12.0000,12.000000,0.000000,3.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ADD_SAME_CATEGORY,0.95,hypothetical_action,12.0000,11.400000,-0.600000,2.400000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ADD_SAME_CATEGORY,0.90,hypothetical_action,12.0000,10.800000,-1.200000,1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ADD_SAME_CATEGORY,0.80,hypothetical_action,12.0000,9.600000,-2.400000,0.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ADD_SAME_CATEGORY,0.70,hypothetical_action,12.0000,8.400000,-3.600000,-0.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ADD_NEW_CATEGORY,1.00,hypothetical_action,9.0000,9.000000,-3.000000,0.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ADD_NEW_CATEGORY,0.95,hypothetical_action,9.0000,8.550000,-3.450000,-0.450000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ADD_NEW_CATEGORY,0.90,hypothetical_action,9.0000,8.100000,-3.900000,-0.900000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ADD_NEW_CATEGORY,0.80,hypothetical_action,9.0000,7.200000,-4.800000,-1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H1,ADD_NEW_CATEGORY,0.70,hypothetical_action,9.0000,6.300000,-5.700000,-2.700000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,REFERENCE,1.00,fixed_reference,12.00,12.0000,0.0000,6.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ABSORB,1.00,fixed_reference,6.00,6.0000,-6.0000,0.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,PASS_HALF,1.00,hypothetical_action,9.00,9.0000,-3.0000,3.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,PASS_HALF,0.95,hypothetical_action,9.00,8.5500,-3.4500,2.5500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,PASS_HALF,0.90,hypothetical_action,9.00,8.1000,-3.9000,2.1000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,PASS_HALF,0.80,hypothetical_action,9.00,7.2000,-4.8000,1.2000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,PASS_HALF,0.70,hypothetical_action,9.00,6.3000,-5.7000,0.3000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,PASS_FULL,1.00,hypothetical_action,12.00,12.0000,0.0000,6.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,PASS_FULL,0.95,hypothetical_action,12.00,11.4000,-0.6000,5.4000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,PASS_FULL,0.90,hypothetical_action,12.00,10.8000,-1.2000,4.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,PASS_FULL,0.80,hypothetical_action,12.00,9.6000,-2.4000,3.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,PASS_FULL,0.70,hypothetical_action,12.00,8.4000,-3.6000,2.4000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ADD_SAME_CATEGORY,1.00,hypothetical_action,9.0000,9.000000,-3.000000,3.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ADD_SAME_CATEGORY,0.95,hypothetical_action,9.0000,8.550000,-3.450000,2.550000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ADD_SAME_CATEGORY,0.90,hypothetical_action,9.0000,8.100000,-3.900000,2.100000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ADD_SAME_CATEGORY,0.80,hypothetical_action,9.0000,7.200000,-4.800000,1.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ADD_SAME_CATEGORY,0.70,hypothetical_action,9.0000,6.300000,-5.700000,0.300000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ADD_NEW_CATEGORY,1.00,hypothetical_action,6.0000,6.000000,-6.000000,0.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ADD_NEW_CATEGORY,0.95,hypothetical_action,6.0000,5.700000,-6.300000,-0.300000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ADD_NEW_CATEGORY,0.90,hypothetical_action,6.0000,5.400000,-6.600000,-0.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ADD_NEW_CATEGORY,0.80,hypothetical_action,6.0000,4.800000,-7.200000,-1.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H2,ADD_NEW_CATEGORY,0.70,hypothetical_action,6.0000,4.200000,-7.800000,-1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,REFERENCE,1.00,fixed_reference,12.00,12.0000,0.0000,9.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ABSORB,1.00,fixed_reference,3.00,3.0000,-9.0000,0.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,PASS_HALF,1.00,hypothetical_action,7.50,7.5000,-4.5000,4.5000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,PASS_HALF,0.95,hypothetical_action,7.50,7.1250,-4.8750,4.1250
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,PASS_HALF,0.90,hypothetical_action,7.50,6.7500,-5.2500,3.7500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,PASS_HALF,0.80,hypothetical_action,7.50,6.0000,-6.0000,3.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,PASS_HALF,0.70,hypothetical_action,7.50,5.2500,-6.7500,2.2500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,PASS_FULL,1.00,hypothetical_action,12.00,12.0000,0.0000,9.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,PASS_FULL,0.95,hypothetical_action,12.00,11.4000,-0.6000,8.4000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,PASS_FULL,0.90,hypothetical_action,12.00,10.8000,-1.2000,7.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,PASS_FULL,0.80,hypothetical_action,12.00,9.6000,-2.4000,6.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,PASS_FULL,0.70,hypothetical_action,12.00,8.4000,-3.6000,5.4000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ADD_SAME_CATEGORY,1.00,hypothetical_action,6.0000,6.000000,-6.000000,3.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ADD_SAME_CATEGORY,0.95,hypothetical_action,6.0000,5.700000,-6.300000,2.700000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ADD_SAME_CATEGORY,0.90,hypothetical_action,6.0000,5.400000,-6.600000,2.400000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ADD_SAME_CATEGORY,0.80,hypothetical_action,6.0000,4.800000,-7.200000,1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ADD_SAME_CATEGORY,0.70,hypothetical_action,6.0000,4.200000,-7.800000,1.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ADD_NEW_CATEGORY,1.00,hypothetical_action,3.0000,3.000000,-9.000000,0.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ADD_NEW_CATEGORY,0.95,hypothetical_action,3.0000,2.850000,-9.150000,-0.150000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ADD_NEW_CATEGORY,0.90,hypothetical_action,3.0000,2.700000,-9.300000,-0.300000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ADD_NEW_CATEGORY,0.80,hypothetical_action,3.0000,2.400000,-9.600000,-0.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m40_H3,ADD_NEW_CATEGORY,0.70,hypothetical_action,3.0000,2.100000,-9.900000,-0.900000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,REFERENCE,1.00,fixed_reference,12.00,12.0000,0.0000,3.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ABSORB,1.00,fixed_reference,9.00,9.0000,-3.0000,0.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,PASS_HALF,1.00,hypothetical_action,10.50,10.5000,-1.5000,1.5000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,PASS_HALF,0.95,hypothetical_action,10.50,9.9750,-2.0250,0.9750
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,PASS_HALF,0.90,hypothetical_action,10.50,9.4500,-2.5500,0.4500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,PASS_HALF,0.80,hypothetical_action,10.50,8.4000,-3.6000,-0.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,PASS_HALF,0.70,hypothetical_action,10.50,7.3500,-4.6500,-1.6500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,PASS_FULL,1.00,hypothetical_action,12.00,12.0000,0.0000,3.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,PASS_FULL,0.95,hypothetical_action,12.00,11.4000,-0.6000,2.4000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,PASS_FULL,0.90,hypothetical_action,12.00,10.8000,-1.2000,1.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,PASS_FULL,0.80,hypothetical_action,12.00,9.6000,-2.4000,0.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,PASS_FULL,0.70,hypothetical_action,12.00,8.4000,-3.6000,-0.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ADD_SAME_CATEGORY,1.00,hypothetical_action,12.0000,12.000000,0.000000,3.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ADD_SAME_CATEGORY,0.95,hypothetical_action,12.0000,11.400000,-0.600000,2.400000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ADD_SAME_CATEGORY,0.90,hypothetical_action,12.0000,10.800000,-1.200000,1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ADD_SAME_CATEGORY,0.80,hypothetical_action,12.0000,9.600000,-2.400000,0.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ADD_SAME_CATEGORY,0.70,hypothetical_action,12.0000,8.400000,-3.600000,-0.600000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ADD_NEW_CATEGORY,1.00,hypothetical_action,9.0000,9.000000,-3.000000,0.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ADD_NEW_CATEGORY,0.95,hypothetical_action,9.0000,8.550000,-3.450000,-0.450000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ADD_NEW_CATEGORY,0.90,hypothetical_action,9.0000,8.100000,-3.900000,-0.900000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ADD_NEW_CATEGORY,0.80,hypothetical_action,9.0000,7.200000,-4.800000,-1.800000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H1,ADD_NEW_CATEGORY,0.70,hypothetical_action,9.0000,6.300000,-5.700000,-2.700000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,REFERENCE,1.00,fixed_reference,12.00,12.0000,0.0000,6.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,ABSORB,1.00,fixed_reference,6.00,6.0000,-6.0000,0.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,PASS_HALF,1.00,hypothetical_action,9.00,9.0000,-3.0000,3.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,PASS_HALF,0.95,hypothetical_action,9.00,8.5500,-3.4500,2.5500
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,PASS_HALF,0.90,hypothetical_action,9.00,8.1000,-3.9000,2.1000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,PASS_HALF,0.80,hypothetical_action,9.00,7.2000,-4.8000,1.2000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,PASS_HALF,0.70,hypothetical_action,9.00,6.3000,-5.7000,0.3000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,PASS_FULL,1.00,hypothetical_action,12.00,12.0000,0.0000,6.0000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,PASS_FULL,0.95,hypothetical_action,12.00,11.4000,-0.6000,5.4000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,PASS_FULL,0.90,hypothetical_action,12.00,10.8000,-1.2000,4.8000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,PASS_FULL,0.80,hypothetical_action,12.00,9.6000,-2.4000,3.6000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,PASS_FULL,0.70,hypothetical_action,12.00,8.4000,-3.6000,2.4000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,ADD_SAME_CATEGORY,1.00,hypothetical_action,9.0000,9.000000,-3.000000,3.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,ADD_SAME_CATEGORY,0.95,hypothetical_action,9.0000,8.550000,-3.450000,2.550000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,ADD_SAME_CATEGORY,0.90,hypothetical_action,9.0000,8.100000,-3.900000,2.100000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,ADD_SAME_CATEGORY,0.80,hypothetical_action,9.0000,7.200000,-4.800000,1.200000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,ADD_SAME_CATEGORY,0.70,hypothetical_action,9.0000,6.300000,-5.700000,0.300000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,ADD_NEW_CATEGORY,1.00,hypothetical_action,6.0000,6.000000,-6.000000,0.000000
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S80_m20_H2,ADD_NEW_CATEGORY,0.95,hypothetical_action,6.0000,5.700000,-6.300000,-0.300000
